Date,AM_PM,Species,Bucket,Temperature,Fish_ID_Julia,Fish_ID_Sandi,Activity_1_Julia,Activity_2_Julia,Activity_3_Sandi,Activity_4_Sandi,Aggression_1_Julia,Aggression_2_Julia,Aggression_3_Sandi,Aggression_4_Sandi,Notes_Julia,Notes_Sandi,
20150710,PM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150710,PM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150710,PM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150710,PM,Copper,12,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150710,PM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150710,PM,Copper,12,,3,3,1,2,,,0,0,0,0,3s Swimming/ 9s Visible (33%),Fish 3 not visible,
20150710,PM,Copper,13,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on lower right,
20150710,PM,Copper,13,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on lower left,
20150710,PM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 above fish 1 and 2,
20150710,PM,Copper,13,,4,4,,,1,1,,,0,0,Not Visible in Video,Fish 4 at top of bucket on rock,
20150710,PM,Copper,14,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in top center,
20150710,PM,Copper,14,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150710,PM,Copper,14,,3,3,2,2,2,2,0,0,0,0,19s Swimming/ 53s Visible (36%),Fish 3 between two small rocks,
20150710,PM,Copper,15,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150710,PM,Copper,15,,2,2,4,4,3,3,0,0,0,0,,Fish 2 above fish 3,
20150710,PM,Copper,15,,3,3,3,3,4,4,0,0,0,0,Hovering a lot,Fish 3 below fish 2,
20150710,PM,Copper,16,,1,1,,,,,,,0,0,Not Visible in Video,not visible,
20150711,AM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150711,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on top,
20150711,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 right of fish 2,
20150711,AM,Copper,1,,4,4,4,4,4,4,0,0,0,0,Hovering over rock most of video,Fish 4 left of fish 2,
20150711,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center under light rock,
20150711,AM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in upper left,
20150711,AM,Copper,2,,3,3,2,2,,,0,0,0,,19s Swimming/ 61s Visible (31%),Fish 3 not visible,
20150711,AM,Copper,3,,1,1,2,2,,,0,0,,,,Bucket too dark to score accurately,
20150711,AM,Copper,3,,2,2,3,3,,,0,0,,,Hovering over rock for first 30s,Bucket too dark to score accurately,
20150711,AM,Copper,3,,3,3,3,3,,,0,0,,,44s Swimming/ 61s Visible (72%),Bucket too dark to score accurately,
20150711,AM,Copper,3,,4,4,4,4,,,0,0,,,,Bucket too dark to score accurately,
20150711,AM,Copper,4,,1,1,4,4,3,4,0,0,0,0,All fish in this bucket are hovering a lot/swimming very slowly,Fish 1 on upper left,
20150711,AM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on upper right,
20150711,AM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 below fish 1 and 2,
20150711,AM,Copper,5,,1,1,2,2,1,2,0,0,0,0,12s Swimming/ 57s Visible (21%),Fish 1 in center above light rock,
20150711,AM,Copper,5,,2,2,4,4,4,4,0,0,0,0,53s Swimming/ 53s Visible,Fish 2 emerges from dark rock first,
20150711,AM,Copper,5,,3,3,4,4,4,4,0,0,0,0,54s Swimming/ 54s Visible,Fish 3 emerges second,
20150711,AM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in bottom center *A bit difficult to follow fish in this bucket*,
20150711,AM,Copper,6,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150711,AM,Copper,6,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on left,
20150711,AM,Copper,7,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150711,AM,Copper,7,,2,2,4,4,3,3,0,0,0,0,,Fish 2 in center,
20150711,AM,Copper,7,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on left,
20150711,AM,Copper,7,,4,4,3,3,2,3,0,0,0,0,19s Swimming/ 30s Visible (63%),Fish 4 behind top rock,
20150711,AM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150711,AM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 above fish 3,
20150711,AM,Copper,8,,3,3,4,4,4,4,0,0,0,0,,Fish 3 below fish 2,
20150711,AM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150711,AM,Copper,9,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150711,AM,Copper,9,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on left,
20150711,AM,Copper,10,,1,1,4,4,3,4,0,0,0,0,Hovering over rock most of video,Fish 1 on upper left,
20150711,AM,Copper,10,,2,2,4,4,3,3,0,0,0,0,,Fish 2 on lower right,
20150711,AM,Copper,10,,3,3,4,4,2,2,0,0,0,0,,Fish 3 in center left,
20150711,AM,Copper,10,,4,4,,,4,4,,,0,0,Not Visible in Video,Fish 4 center right,
20150711,AM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150711,AM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150711,AM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150711,AM,Copper,12,,1,1,2,3,3,3,0,0,0,0,24s Swimming/ 45s Visible (53%),Fish 1 on left,
20150711,AM,Copper,12,,2,2,3,4,3,3,0,0,0,0,,Fish 2 in center,
20150711,AM,Copper,12,,3,3,3,3,3,3,0,0,0,0,54s Swimming/ 63s Visible (86%),Fish 3 on right,
20150711,AM,Copper,13,,1,1,3,3,4,4,0,0,0,0,55s Swimming/ 68s Visible (81%),Fish 1 in center *Bucket too dark to score accurately,
20150711,AM,Copper,13,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on top,
20150711,AM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150711,AM,Copper,14,,1,1,2,2,3,3,0,0,0,0,23s Swimming/ 61s Visible (38%),Fish 1 first fish visible*Bucket difficult to score b/c dark,
20150711,AM,Copper,14,,2,2,3,2,2,3,0,0,0,0,19s Swimming/ 34s Visible (56%),Fish 2 second fish visible,
20150711,AM,Copper,14,,3,3,4,4,2,2,0,0,0,0,,Fish 3 third fish visible,
20150711,AM,Copper,14,,4,4,3,3,,,0,0,0,0,28s Swimming/ 43s Visible (82%),Fish 4 not visible,
20150711,AM,Copper,15,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150711,AM,Copper,15,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150711,AM,Copper,15,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150711,AM,Copper,16,,1,1,1,1,,,0,0,0,0,,not visible,
20150711,PM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150711,PM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150711,PM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on middle left,
20150711,PM,Copper,1,,4,4,4,4,4,4,0,0,0,0,,Fish 4 on middle right,
20150711,PM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150711,PM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150711,PM,Copper,2,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150711,PM,Copper,3,,1,1,4,4,4,4,0,0,0,0,,Fish 1 highest in water column,
20150711,PM,Copper,3,,2,2,4,4,3,4,0,0,0,0,,Fish 2 on top,
20150711,PM,Copper,3,,3,3,4,4,4,4,0,0,0,0,,Fish 3 in middle ,
20150711,PM,Copper,3,,4,4,3,3,4,4,0,0,0,0,52s Swimming/ 62s Visible (84%),Fish 4 on bottom,
20150711,PM,Copper,4,,1,1,4,4,4,4,0,0,0,0,Hovering over rock most of video,Fish 1 on top,
20150711,PM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150711,PM,Copper,4,,3,3,4,4,3,3,0,0,0,0,,Fish 3 on left,
20150711,PM,Copper,5,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom *Difficult to see bucket*,
20150711,PM,Copper,5,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150711,PM,Copper,5,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150711,PM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150711,PM,Copper,6,,2,2,4,4,4,4,0,0,0,0,,Fish 2 swims left,
20150711,PM,Copper,6,,3,3,4,4,4,4,0,0,0,0,,Fish 3 swims right,
20150711,PM,Copper,7,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150711,PM,Copper,7,,2,2,4,4,4,3,0,0,0,0,,Fish 2 middle bottom,
20150711,PM,Copper,7,,3,3,3,3,3,4,0,0,0,0,Hovering over rock for 25s,Fish 3 middle top,
20150711,PM,Copper,7,,4,4,4,4,4,4,0,0,0,0,,Fish 4 on left,
20150711,PM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150711,PM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150711,PM,Copper,8,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150711,PM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150711,PM,Copper,9,,2,2,4,4,4,4,0,0,0,0,,Fish 2 bottom left,
20150711,PM,Copper,9,,3,3,4,4,4,4,0,0,0,0,,Fish 3 bottom right,
20150711,PM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 at top of water column ,
20150711,PM,Copper,10,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150711,PM,Copper,10,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150711,PM,Copper,10,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150711,PM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150711,PM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150711,PM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150711,PM,Copper,12,,1,1,2,2,1,1,0,0,0,0,16s Swimming/ 61s Visible (23%),Fish 1 on bottom,
20150711,PM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150711,PM,Copper,12,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150711,PM,Copper,13,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150711,PM,Copper,13,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150711,PM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150711,PM,Copper,14,,1,1,4,4,3,4,0,0,0,0,"Swims towards fish 2, not chasing",Fish 1 on left,
20150711,PM,Copper,14,,2,2,4,4,4,4,0,0,1,0,Darts away as if being chased when fish 1 approaches,Fish 2 in middle,
20150711,PM,Copper,14,,3,3,3,3,3,3,0,0,0,0,42s Swimming/ 61s Visible (69%),Fish 3 on top,
20150711,PM,Copper,15,,1,1,3,3,4,4,0,0,0,0,Hovering over rock for 19s ,Fish 1 in center,
20150711,PM,Copper,15,,2,2,3,4,4,3,0,0,0,0,,Fish 2 on top,
20150711,PM,Copper,15,,3,3,4,4,3,4,0,0,0,0,,Fish 3 hiding in mesh,
20150711,PM,Copper,16,,1,1,1,1,4,4,0,0,0,0,Hiding behind rock entire video,Only fish in bucket (is it a fish or a bubble?),
20150712,AM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 bottom left,
20150712,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 bottom right,
20150712,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 upper left,
20150712,AM,Copper,1,,4,4,4,4,4,4,0,0,0,0,,Fish 4 upper right,
20150712,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150712,AM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,AM,Copper,2,,3,3,,,,,,,0,0,Not Visible in Video,not visible,
20150712,AM,Copper,3,,1,1,3,3,3,3,0,0,0,0,Hovering over rock for 31s,Fish 1 on left,
20150712,AM,Copper,3,,2,2,3,3,3,3,0,0,0,0,Hovering in place for 22s,Fish 2 on right,
20150712,AM,Copper,3,,3,3,4,4,3,3,0,0,0,0,,Fish 3 above fish 2,
20150712,AM,Copper,3,,4,4,3,4,4,4,0,0,0,0,,Fish 4 on bottom right,
20150712,AM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150712,AM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on top of fish 1,
20150712,AM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on left,
20150712,AM,Copper,5,,1,1,3,3,4,3,0,0,0,0,61s Swimming/ 88s Visible (69%),Fish 1 on top *Lighting makes it difficult to assess*,
20150712,AM,Copper,5,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,AM,Copper,5,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150712,AM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top of water column,
20150712,AM,Copper,6,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150712,AM,Copper,6,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on left,
20150712,AM,Copper,7,,1,1,3,4,3,4,0,0,0,0,Hovering over rock entire video,Fish 1 on bottom of triangle,
20150712,AM,Copper,7,,2,2,2,2,2,2,0,0,0,0,30s Swimming/ 61s Visible (49%),Fish 2 on right of triangle,
20150712,AM,Copper,7,,3,3,3,4,3,3,0,0,0,0,,Fish 3 on top of triangle,
20150712,AM,Copper,7,,4,4,4,4,2,3,0,0,0,0,,Fish 4 up by mesh under rock,
20150712,AM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150712,AM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,AM,Copper,8,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150712,AM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top of water column,
20150712,AM,Copper,9,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,AM,Copper,9,,3,3,3,3,3,3,0,0,0,0,Hovering a lot at bottom of bucket ,Fish 3 in upper left by mesh,
20150712,AM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150712,AM,Copper,10,,2,2,4,4,4,4,0,0,0,0,,Fish 2 at top of bucket,
20150712,AM,Copper,10,,3,3,3,4,2,3,0,0,0,0,59s Swimming/ 68s Visible (87%),Fish 3 on top right over rock,
20150712,AM,Copper,10,,,4,,,,,,,0,0,Not Visible in Video (Maybe a miscount?),Fish 4 not visible,
20150712,AM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150712,AM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,AM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150712,AM,Copper,12,,1,1,1,1,4,4,0,0,0,0,,Fish 1 in center,
20150712,AM,Copper,12,,2,2,2,2,2,2,0,0,0,0,8s Swimming/ 41s Visible (20%),Fish 2 on top left under rock,
20150712,AM,Copper,12,,3,3,3,4,,,0,0,0,0,,Fish 3 not visible,
20150712,AM,Copper,13,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150712,AM,Copper,13,,2,2,4,4,3,3,0,0,0,0,,Fish 2 on right,
20150712,AM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on left,
20150712,AM,Copper,14,,1,1,4,1,4,4,0,0,0,0,Wiggles a little,Fish 1 most easily visible,
20150712,AM,Copper,14,,2,2,4,4,3,4,0,0,0,0,,Fish 2 emerges below fish 1,
20150712,AM,Copper,14,,3,3,3,4,,,0,0,0,0,"Hovering over rock, swimming very slowly",Not visible,
20150712,AM,Copper,14,,4,4,1,4,,,0,0,0,0,,not visible,
20150712,AM,Copper,15,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150712,AM,Copper,15,,2,2,2,2,2,2,0,0,0,0,29s Swimming/ 63s Visible (62%),Fish 2 under rock on right,
20150712,AM,Copper,15,,3,3,,,,,0,,0,0,Not Visible in Video,not visible,
20150712,PM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top left,
20150712,PM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 top right,
20150712,PM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 bottom left,
20150712,PM,Copper,1,,4,4,4,4,4,4,0,0,0,0,,Fish 4 bottom right,
20150712,PM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150712,PM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 above fish 3,
20150712,PM,Copper,2,,3,3,3,3,3,3,0,0,0,0,40s Swimming/ 63s Visible (63%),Fish 3 below fish 2,
20150712,PM,Copper,3,,1,1,4,4,4,4,0,0,0,0,,Fish 1 top right,
20150712,PM,Copper,3,,2,2,4,4,4,4,0,0,0,0,,Fish 2 bottom right,
20150712,PM,Copper,3,,3,3,4,4,4,4,0,0,0,0,,Fish 3 just under fish 1,
20150712,PM,Copper,3,,4,4,4,4,4,4,0,0,0,0,,Fish 4 on middle left,
20150712,PM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150712,PM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 upper left,
20150712,PM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 lower left,
20150712,PM,Copper,5,,1,1,4,4,3,3,0,0,0,0,,Fish 1 bottom middle,
20150712,PM,Copper,5,,2,2,4,4,4,4,0,0,0,0,,Fish 2 just above fish 1,
20150712,PM,Copper,5,,3,3,4,4,4,4,0,0,0,0,,fish 3 bottom right,
20150712,PM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150712,PM,Copper,6,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,PM,Copper,6,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150712,PM,Copper,7,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top left,
20150712,PM,Copper,7,,2,2,4,4,4,4,0,0,0,0,,Fish 2 middle left,
20150712,PM,Copper,7,,3,3,4,3,3,3,0,0,0,0,Hovering over rock entire video,Fish 3 middle right ,
20150712,PM,Copper,7,,4,4,4,4,4,4,0,0,0,0,Hovering over rock for 19s,Fish 4 right  ,
20150712,PM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150712,PM,Copper,8,,2,2,3,4,4,4,0,0,0,0,,fish 2 in middle,
20150712,PM,Copper,8,,3,3,4,4,3,4,0,0,0,0,,Fish 3 on bottom,
20150712,PM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 left,
20150712,PM,Copper,9,,2,2,4,4,4,4,0,0,0,0,,Fish 2 middle,
20150712,PM,Copper,9,,3,3,4,4,4,4,0,0,0,0,,Fish 3 right,
20150712,PM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 center,
20150712,PM,Copper,10,,2,2,4,4,4,4,0,0,0,0,,Fish 2 right,
20150712,PM,Copper,10,,3,3,3,3,3,3,0,0,0,0,34s Swimming/ 64s Visible (53%),Fish 3 in middle,
20150712,PM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150712,PM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150712,PM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150712,PM,Copper,12,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150712,PM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150712,PM,Copper,13,,1,1,4,4,3,4,0,0,0,0,,Fish 1 on middle top,
20150712,PM,Copper,13,,2,2,3,4,3,3,0,0,0,0,,Fish 2 middle bottom,
20150712,PM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150712,PM,Copper,14,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150712,PM,Copper,14,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150712,PM,Copper,14,,3,3,4,4,4,4,0,0,0,0,,Fish 3 between fish 1 and 2,
20150712,PM,Copper,14,,4,4,,,1,1,,,0,0,Not Visible in Video,Fish 4 on top  ,
20150712,PM,Copper,15,,1,1,4,4,1,1,0,0,0,0,,Fish 1 in center (dead?),
20150712,PM,Copper,15,,2,2,3,2,4,4,0,0,0,0,16s Swimming/ 64s Visible (25%),Fish 2 on upper right,
20150712,PM,Copper,15,,3,3,1,4,3,3,0,0,0,0,,Fish 3 lower right,
20150713,AM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150713,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 lower left,
20150713,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 lower right,
20150713,AM,Copper,1,,4,4,4,4,4,4,0,0,0,0,,Fish 4 between fish 2 and 3,
20150713,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150713,AM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150713,AM,Copper,2,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150713,AM,Copper,3,,1,1,3,2,1,1,0,0,0,0,37s Swimming/ 76s Visible (49%),Fish 1 on upper left on top of rock,
20150713,AM,Copper,3,,2,2,2,2,2,2,0,0,0,0,14s Swimming/ 76s Visible (18%),Fish 2 under fish 1,
20150713,AM,Copper,3,,3,3,4,4,3,3,0,0,0,0,,fish 3 on lower right,
20150713,AM,Copper,3,,4,4,,,2,2,,,0,0,Not Visible in Video,Fish 4 upper right,
20150713,AM,Copper,4,,1,1,4,4,1,1,0,0,0,0,,Fish 1 on top,
20150713,AM,Copper,4,,2,2,4,4,3,4,0,0,0,0,,Fish 2 in middle,
20150713,AM,Copper,4,,3,3,1,1,4,4,0,0,0,0,,Fish 3 on bottom,
20150713,AM,Copper,5,,1,1,3,3,2,2,0,0,0,0,40s Swimming/ 61s Visible (66%),Fish 1 lower right *Bucket too dark to score accurately*,
20150713,AM,Copper,5,,2,2,4,4,2,2,0,0,0,0,,Fish 2 lower left,
20150713,AM,Copper,5,,3,3,4,4,,,0,0,0,0,,Fish 3 not visible,
20150713,AM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 top  *Very blurry video*,
20150713,AM,Copper,6,,2,2,4,3,4,4,0,0,0,0,47s Swimming/ 61s Visible (77%),Fish 2 middle,
20150713,AM,Copper,6,,3,3,4,4,4,4,0,0,0,0,,Fish 3 bottom,
20150713,AM,Copper,7,,1,1,4,4,2,2,0,0,0,0,,Fish 1 on left on top of rock,
20150713,AM,Copper,7,,2,2,4,4,3,3,0,0,0,0,,Fish 2 on top,
20150713,AM,Copper,7,,3,3,4,4,3,3,0,0,0,0,,Fish 3 left of fish 4,
20150713,AM,Copper,7,,4,4,4,4,3,4,0,0,0,0,,Fish 4 right of fish 3,
20150713,AM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150713,AM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150713,AM,Copper,8,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150713,AM,Copper,9,,1,1,2,3,2,2,0,0,0,0,11s Swimming/ 21s Visible (52%),Fish 1 on far left under rock,
20150713,AM,Copper,9,,2,2,3,3,4,4,0,0,0,0,Hovering over rock for 14s,Fish 2 in center,
20150713,AM,Copper,9,,3,3,4,4,2,3,0,0,0,0,,Fish 3 on bottom,
20150713,AM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top of water column,
20150713,AM,Copper,10,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle above rock,
20150713,AM,Copper,10,,3,3,1,1,1,1,0,0,0,0,,Fish 3 on middle right,
20150713,AM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150713,AM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150713,AM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 in center,
20150713,AM,Copper,12,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150713,AM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150713,AM,Copper,13,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150713,AM,Copper,13,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on top,
20150713,AM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150713,AM,Copper,13,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150713,AM,Copper,14,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom *Difficult to see bucket*,
20150713,AM,Copper,14,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle above rock,
20150713,AM,Copper,14,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150713,AM,Copper,14,,4,4,4,4,,,0,0,0,0,,Fish 4 not visible,
20150713,AM,Copper,15,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on upper right,
20150713,AM,Copper,15,,2,2,4,4,3,4,0,0,0,0,,Fish 2 on lower right,
20150713,PM,Copper,1,,1,1,3,3,4,4,0,0,0,0,38s Swimming/ 66s Visible (58%),Fish 1 top,
20150713,PM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 middle,
20150713,PM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 bottom,
20150713,PM,Copper,1,,4,4,4,4,3,3,0,0,0,0,,Fish 4 on left,
20150713,PM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150713,PM,Copper,2,,2,2,4,4,,,0,0,0,0,,Fish 2 on top of water column (dead),
20150713,PM,Copper,2,,3,3,1,1,4,4,0,0,0,0,Dying/ Dead,Fish 3 in upper left  ,
20150713,PM,Copper,3,,1,1,1,1,2,2,0,0,0,0,,Fish 1 in center,
20150713,PM,Copper,3,,2,2,3,3,1,1,0,0,0,0,34s Swimming/ 54s Visible (63%),Fish 2 upper right in mesh,
20150713,PM,Copper,3,,3,3,2,3,2,2,0,0,0,0,20s Swimming/ 40s Visible (50%),Fish 3 hiding behind mesh in center,
20150713,PM,Copper,3,,4,4,,,2,2,,,0,0,Not Visible in Video,"Fish 4 hiding behind 3, stays in mesh",
20150713,PM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150713,PM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150713,PM,Copper,4,,3,3,4,4,3,4,0,0,0,0,,Fish 3 on right,
